NumberRedirects,checkWHOIS_exists,isinAlexa,NumbLinkToDomain,indexbyGoogle,Domain,Have_@,URL_Length,Domain_Length,occurence_tirets,Redirection,Number_%,TinyURL,iFrame,MouseOver,label
0,286,0,0,0,on.likewise.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,62,0,20,1,padova-airport.it,0.0,29.0,17.0,2.0,6.0,1.0,0.0,0,1,0.0
0,72,0,0,1,facebook-messenger.tinyhousebydesign.com,0.0,100.0,40.0,2.0,5.0,1.0,0.0,1,0,1.0
0,9,0,0,1,eki-net.con-aescceosesaas.piiyis.top,0.0,47.0,36.0,1.0,5.0,1.0,1.0,1,1,1.0
0,196,0,0,1,readmoby.com,0.0,24.0,12.0,1.0,6.0,1.0,0.0,1,0,0.0
0,85,0,1,1,king-sport.it,0.0,29.0,13.0,2.0,5.0,1.0,0.0,1,1,1.0
1,112,0,11,1,thegreatanimalorchestrasymphony.com,0.0,47.0,35.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,icloud.com.find.support-lphone.co,0.0,41.0,33.0,2.0,5.0,1.0,0.0,1,0,1.0
0,227,0,0,1,feeds.feedburner.com,0.0,39.0,20.0,1.0,5.0,1.0,0.0,1,1,1.0
0,71,0,0,1,getlikesfree.com,0.0,25.0,16.0,1.0,6.0,1.0,0.0,0,1,1.0
0,0,0,0,1,arts.zu.edu.eg,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,0,0.0
1,172,0,0,1,doc.google.share.pressurecookerindia.com,0.0,100.0,40.0,1.0,5.0,1.0,0.0,1,1,1.0
0,291,0,0,1,community.thefa.com,0.0,31.0,19.0,1.0,6.0,1.0,0.0,1,0,0.0
1,232,0,20,1,mclib.info,0.0,22.0,10.0,1.0,6.0,1.0,0.0,0,1,0.0
0,274,0,0,1,server440086.nazwa.pl,0.0,52.0,21.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,ekl-net.com-asoeeeea.keiorc.top,0.0,42.0,31.0,1.0,5.0,1.0,1.0,1,1,1.0
0,87,0,20,1,worldcon.fi,0.0,23.0,11.0,1.0,6.0,1.0,0.0,0,1,0.0
0,264,0,20,1,hosptm.ro,0.0,21.0,9.0,1.0,6.0,1.0,0.0,0,1,0.0
1,130,0,0,1,hmark.no,0.0,20.0,8.0,1.0,6.0,1.0,0.0,1,1,0.0
0,0,0,0,1,mocabonitabresil.com,0.0,52.0,20.0,2.0,5.0,1.0,0.0,1,0,1.0
0,320,0,0,1,studijniplany.amu.cz,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
0,109,0,0,1,oscarrough.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,0,0.0
0,115,0,0,1,assicuriamoci.net,0.0,57.0,17.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,1,20,1,qweb.de,0.0,19.0,7.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,brfbadssecrsavrdskl.my.id,0.0,33.0,25.0,1.0,5.0,1.0,0.0,1,0,1.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,6.0,1.0,0.0,1,0,1.0
1,86,0,1,1,geekyjuice.com,0.0,46.0,14.0,1.0,5.0,1.0,0.0,1,1,1.0
0,96,0,0,1,performanceoutdooradvertising.com,0.0,100.0,33.0,1.0,5.0,1.0,0.0,0,1,1.0
0,0,0,0,1,buhomag.elmundo.es,0.0,30.0,18.0,1.0,6.0,1.0,0.0,1,0,0.0
1,111,0,0,1,saughallmassie.org,0.0,59.0,18.0,1.0,5.0,1.0,0.0,0,1,1.0
0,140,0,0,1,ethpromo-giveaway.atspace.cc,0.0,36.0,28.0,2.0,5.0,1.0,0.0,1,1,1.0
1,82,0,0,0,astroresidential.co.uk,0.0,51.0,22.0,1.0,5.0,1.0,0.0,0,1,1.0
0,0,0,0,1,ekl-net.com-asoeeeea.tuyzzj.top,0.0,42.0,31.0,1.0,5.0,1.0,1.0,1,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,157,0,0,1,jalfre.com,0.0,47.0,10.0,1.0,5.0,1.0,0.0,1,1,1.0
0,134,0,0,1,rosinavista.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,256,0,0,1,103.75.1.198,1.0,100.0,12.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,au-pocy.aeuseoaom.ujldtu.top,0.0,42.0,28.0,2.0,5.0,1.0,1.0,1,0,1.0
0,0,0,0,1,ekl-net.com-asoecces.nxyyrq.top,0.0,42.0,31.0,1.0,5.0,1.0,1.0,1,1,1.0
0,9,0,0,0,au-poacay.aeeusaoaomceoy.rxspaq.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,0,1.0
0,10,0,0,1,ekl-net.conn-aocsecmesas.zjtrji.top,0.0,46.0,35.0,1.0,5.0,1.0,1.0,1,1,1.0
0,223,0,0,1,laviosaviaggi.com,0.0,53.0,17.0,1.0,5.0,1.0,0.0,1,1,1.0
0,267,0,0,1,clinicalsportsmedicine.com,0.0,38.0,26.0,1.0,6.0,1.0,0.0,1,1,0.0
0,0,0,20,1,charlotteludwig.at,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,281,0,0,1,sasayu2.blog85.fc2.com,0.0,34.0,22.0,1.0,6.0,1.0,0.0,1,0,0.0
0,86,0,0,1,kyotomoyashihouse.com,0.0,33.0,21.0,1.0,6.0,1.0,0.0,1,1,0.0
0,0,0,0,1,itunes.aieuv.cn,0.0,86.0,15.0,1.0,5.0,1.0,0.0,1,0,1.0
1,161,0,0,1,decaturilbgc.com,0.0,100.0,16.0,1.0,5.0,1.0,0.0,0,1,1.0
0,211,0,0,1,gainscoracing.com,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,mbmarquitectos.com.pe,0.0,45.0,21.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,secure.netaugusta.com,0.0,59.0,21.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,designergazi.com,0.0,32.0,16.0,1.0,6.0,1.0,0.0,1,0,1.0
1,0,0,0,0,au-poccay.aeeseacoaocmeoy.keyshm.top,0.0,50.0,36.0,2.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,newprojectdocument.uc.r.appspot.com,0.0,100.0,35.0,1.0,5.0,3.0,1.0,1,1,1.0
0,12,0,0,1,serinfomedia.com,0.0,44.0,16.0,1.0,5.0,1.0,0.0,0,1,1.0
0,77,0,0,1,join-grupwatshapp.000webhostapp.com,0.0,52.0,35.0,2.0,5.0,1.0,0.0,0,1,1.0
0,11,0,0,1,au-payocy.acucaaoaeoy.pfar.top,0.0,44.0,30.0,2.0,5.0,1.0,0.0,1,0,1.0
0,179,0,0,1,french-engravings.com,0.0,33.0,21.0,2.0,6.0,1.0,0.0,1,0,0.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,5.0,1.0,0.0,1,0,1.0
0,116,0,0,1,cecmultiservice.it,0.0,39.0,18.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,v2.cache1.c.bigcache.googleapis.com,0.0,47.0,35.0,1.0,6.0,1.0,0.0,1,0,0.0
0,257,0,0,1,kreport.com,0.0,27.0,11.0,1.0,5.0,1.0,1.0,1,1,1.0
0,135,0,0,1,lovelandcoffee.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,1,1,0.0
0,11,0,0,1,au-paycccy.aauaoaameoy.egpu.top,0.0,45.0,31.0,2.0,5.0,1.0,1.0,1,0,1.0
0,80,0,0,1,baumannlab.org,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
1,65,0,0,1,liquidscapes.info,0.0,29.0,17.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,elisashopping.gq,0.0,33.0,16.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,mereliverystables.com,0.0,100.0,21.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,waistponcho.com,0.0,80.0,15.0,1.0,5.0,1.0,0.0,1,0,1.0
1,76,0,0,1,grupobk.com.ar,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,171,0,0,1,tidningenalfa.se,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
0,144,0,0,1,ambushfirearms.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,1,0,0.0
0,165,0,0,1,hoian-tourism.com,0.0,29.0,17.0,2.0,6.0,1.0,0.0,1,1,0.0
0,0,0,0,1,chemsbury.net,0.0,93.0,13.0,1.0,5.0,1.0,0.0,1,0,1.0
0,223,0,0,1,laviosaviaggi.com,0.0,53.0,17.0,1.0,5.0,1.0,0.0,1,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,oohlalasings.com,1.0,75.0,16.0,1.0,5.0,1.0,0.0,1,0,1.0
0,280,0,0,1,triplecrownrecords.com,0.0,34.0,22.0,1.0,6.0,1.0,0.0,0,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,142,0,0,1,akazanzi.it,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,0,0.0
0,270,0,0,1,campmohawk.org.uk,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,1,0.0
1,280,0,0,1,scfd.org,0.0,20.0,8.0,1.0,6.0,1.0,0.0,1,1,0.0
0,311,0,0,1,panow.chat.ru,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,186,0,0,1,globalhealthedu.org,0.0,31.0,19.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,trin-design.cz,0.0,62.0,14.0,1.0,5.0,1.0,0.0,1,1,1.0
0,117,0,0,1,inseasonwithbartong.com,0.0,35.0,23.0,1.0,6.0,1.0,0.0,1,0,0.0
0,266,0,0,1,ankaray.com.tr,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,1,0.0
0,45,0,0,1,therapywithlee.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,1,1,0.0
0,51,0,20,1,artdecorstudio.ro,0.0,67.0,17.0,1.0,6.0,1.0,0.0,0,1,1.0
0,382,0,0,1,wwwb.mmm.fi,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,0,0.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,6.0,1.0,0.0,1,0,1.0
0,282,0,0,1,clinique-du-parc.net,0.0,32.0,20.0,1.0,6.0,1.0,0.0,0,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
1,231,1,0,1,livestrip.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,0,1,0.0
1,0,0,0,1,au-poccy.aceeseaeraocmeoy.kprwdg.top,0.0,50.0,36.0,2.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,sidaniuslab.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,hf.usx.edu.cn,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,20,1,prints.co.nz,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,evostore.com.np,1.0,100.0,15.0,1.0,6.0,1.0,0.0,0,1,1.0
1,59,0,0,1,mariashockey.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,0,1,0.0
1,9,0,0,1,au-pocay.ausesaom.suszyk.top,0.0,42.0,28.0,2.0,5.0,1.0,0.0,1,1,1.0
0,102,0,0,1,microsofy.creatorlink.net,0.0,34.0,25.0,1.0,6.0,1.0,0.0,0,1,1.0
0,0,0,0,1,sxy.hqu.edu.cn,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,0,0.0
0,10,0,0,1,creativamenteartigrafiche.it,0.0,42.0,28.0,1.0,5.0,1.0,0.0,1,0,1.0
0,185,0,2,1,whartonhunt.com,0.0,27.0,15.0,1.0,6.0,1.0,1.0,0,1,0.0
1,0,0,7,1,floorball.de,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
1,0,0,0,1,soz.uni-bayreuth.de,0.0,31.0,19.0,2.0,6.0,1.0,0.0,1,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,334,0,0,1,onedrive.live.com,0.0,100.0,17.0,1.0,6.0,3.0,0.0,0,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,310,0,0,1,fenedex.nl,0.0,22.0,10.0,1.0,6.0,1.0,0.0,1,0,0.0
0,403,0,0,1,ru.juridicas.unam.mx,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
1,244,0,0,1,maryskevos.typeform.com,0.0,42.0,23.0,1.0,6.0,1.0,0.0,0,1,1.0
0,0,0,0,1,beyondstateofmind.com,0.0,64.0,21.0,2.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,littledots.info,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,186,0,0,1,txt.estado.com.br,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,0,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,230,0,0,1,proped.pro.br,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,49,0,0,1,belosaires.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
1,143,0,0,0,maxferman.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,0,1,0.0
0,273,0,0,1,en.msa.gov.cn,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,144,0,0,1,dynamicalabs.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,0,1,0.0
0,217,0,0,1,bacfestival.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,1,0.0
1,23,0,0,1,autoupdateplus.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,9,0,20,1,grandpatinys.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,0,1,0.0
0,13,0,0,1,mesh-networks.org,0.0,29.0,17.0,2.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,dsbowen.github.io,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,0,0.0
0,238,0,0,1,warpcoresf.co.uk,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
0,291,0,0,1,800tvradio.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,cp0c7pc.du.r.appspot.com,0.0,41.0,24.0,1.0,5.0,1.0,1.0,1,1,1.0
1,0,0,0,0,au-poccay.aeeauaccaocmeoy.yunpgg.top,0.0,50.0,36.0,2.0,5.0,1.0,0.0,1,1,1.0
0,81,0,0,1,06816905-57a5-42d6-af9b-a89d5e6f70f1.htmlcomponentservice.com,0.0,100.0,50.0,1.0,6.0,1.0,0.0,1,1,1.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,5.0,1.0,0.0,1,0,1.0
0,158,0,0,1,mscbc.org,0.0,21.0,9.0,1.0,6.0,1.0,0.0,0,1,0.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,6.0,1.0,0.0,1,0,1.0
0,260,0,0,1,coxcoxx.webcindario.com,0.0,75.0,23.0,1.0,6.0,1.0,0.0,0,1,1.0
0,174,0,0,1,telesp.com.br,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,unefm.edu.ve,0.0,24.0,12.0,1.0,6.0,1.0,0.0,1,0,0.0
1,222,0,0,1,croatia.aventin.hr,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,cartaoitau.tk,0.0,30.0,13.0,1.0,6.0,1.0,0.0,1,0,1.0
0,28,0,0,1,tmsdigi.com,0.0,23.0,11.0,1.0,6.0,1.0,0.0,0,1,0.0
1,213,0,0,1,handsonbeautysalon.co.uk,0.0,45.0,24.0,1.0,5.0,1.0,0.0,1,1,1.0
0,306,0,0,1,sapl.com.hk,0.0,81.0,11.0,1.0,5.0,1.0,0.0,1,1,1.0
0,242,0,0,1,saintvincenthome.org,0.0,32.0,20.0,1.0,6.0,1.0,0.0,0,1,0.0
0,271,0,0,1,alariedesign.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,0,1,0.0
0,117,0,0,1,theminims.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,9,0,0,0,au-paecy.aeuesoaaomceoy.awlcqy.top,0.0,48.0,34.0,2.0,5.0,1.0,0.0,1,0,1.0
1,82,0,0,1,icanpaddle.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,11,0,0,0,au-poyacy.aesoaomaoy.anxp.top,0.0,43.0,29.0,2.0,5.0,1.0,0.0,1,0,1.0
0,84,0,0,1,pbndemo2.costapbn.com,0.0,77.0,21.0,2.0,5.0,1.0,0.0,1,0,1.0
0,301,0,1,0,drive.google.com,0.0,83.0,16.0,1.0,6.0,1.0,0.0,0,1,1.0
0,0,0,0,1,ilo-aruba.blogspot.com,0.0,35.0,22.0,2.0,6.0,1.0,1.0,0,1,1.0
0,209,0,0,1,jhnet.co.uk,0.0,23.0,11.0,1.0,6.0,1.0,1.0,1,0,0.0
0,216,0,0,0,shadetreetechnology.com,0.0,77.0,23.0,1.0,5.0,1.0,0.0,0,1,1.0
0,158,0,0,1,secureupdate.appleld.com.duilawyeryork.com,0.0,68.0,42.0,1.0,5.0,1.0,0.0,1,0,1.0
1,80,0,0,1,hallostroom.nl,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,210,0,0,1,zuniv.net,0.0,21.0,9.0,1.0,6.0,1.0,0.0,1,1,0.0
0,184,0,0,1,hazardoussoftware.com,0.0,33.0,21.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,astro.bonavoglia.eu,0.0,31.0,19.0,1.0,6.0,1.0,0.0,1,0,0.0
1,0,0,0,0,au-poccay.aueseacaomceoy.mchedy.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,1,1.0
0,88,0,0,1,startxpo.com,0.0,81.0,12.0,2.0,6.0,1.0,0.0,1,0,1.0
0,0,0,0,1,solacetechinformationservices.com,0.0,45.0,33.0,1.0,6.0,1.0,0.0,1,0,0.0
0,145,0,0,1,mpaciv.com,0.0,64.0,10.0,2.0,5.0,1.0,0.0,1,0,1.0
0,60,0,0,1,newsletter9707fb85e61e055593f03a43ab.dns-cloud.net,0.0,73.0,50.0,2.0,5.0,1.0,0.0,1,1,1.0
0,9,0,0,1,au-paaccy.aueccaaomceoy.bayvlb.top,0.0,48.0,34.0,2.0,5.0,1.0,0.0,1,0,1.0
0,0,0,20,1,cardrush-mtg.jp,0.0,27.0,15.0,2.0,6.0,1.0,0.0,0,1,0.0
0,274,0,0,1,yurykaplunov.fo.ru,0.0,30.0,18.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,catalog.wcl.american.edu,0.0,36.0,24.0,1.0,6.0,1.0,0.0,1,0,0.0
0,9,0,0,1,justlookapp.com,0.0,100.0,15.0,2.0,5.0,1.0,0.0,1,1,1.0
1,129,0,0,1,futurityit.com,0.0,26.0,14.0,1.0,6.0,1.0,1.0,0,1,0.0
0,11,0,0,1,ekl-net.com-ascceeeeeaas.vrne.top,0.0,44.0,33.0,1.0,5.0,1.0,1.0,1,1,1.0
0,0,0,0,1,sa.hwh.edu.tw,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,200,0,0,1,dolnastreda.sk,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,9,0,0,1,ekl-net.conn-aocsecmesas.dcdbhe.top,0.0,46.0,35.0,1.0,5.0,1.0,1.0,1,1,1.0
0,216,0,0,1,shadetreetechnology.com,0.0,77.0,23.0,1.0,5.0,1.0,0.0,0,1,1.0
0,0,0,0,1,vbf9iuherwiu.wl.r.appspot.com,0.0,60.0,29.0,1.0,5.0,1.0,1.0,1,1,1.0
0,323,0,20,1,esmae.ipp.pt,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
1,9,0,0,0,au-paccny.aeeauaceaocmeoy.mchedy.top,0.0,50.0,36.0,2.0,5.0,1.0,0.0,1,1,1.0
0,10,0,0,1,ekl-net.conn-accseeeaas.wzpclp.top,0.0,45.0,34.0,1.0,5.0,1.0,1.0,1,1,1.0
0,283,0,0,1,codesearch.debian.org,0.0,33.0,21.0,1.0,6.0,1.0,0.0,1,0,0.0
1,0,1,0,1,sirap.com.au,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,afternoonsession.hatenablog.jp,0.0,42.0,30.0,1.0,6.0,1.0,0.0,1,0,0.0
1,272,0,0,1,michaelthomasgroup.com,0.0,64.0,22.0,1.0,5.0,1.0,0.0,1,1,1.0
0,211,0,0,1,davegraham.net,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,1,0.0
1,107,0,0,1,illnessquiz.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
1,276,0,0,1,amazon-support.nijiyamarket.com,0.0,40.0,31.0,2.0,6.0,1.0,1.0,1,1,1.0
0,22,0,20,1,engrais-agricole.com,0.0,32.0,20.0,2.0,6.0,1.0,0.0,0,1,0.0
1,0,0,0,1,bcp.futbolfinanciero.com.pe,0.0,35.0,27.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,adplife.com,0.0,65.0,11.0,2.0,5.0,2.0,0.0,1,0,1.0
0,158,0,0,1,secureupdate.appleld.com.duilawyeryork.com,0.0,100.0,42.0,1.0,5.0,1.0,0.0,1,0,1.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,5.0,1.0,0.0,1,0,1.0
0,290,0,0,1,alanbrown.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,9,0,0,1,vivcsiavai.vicsvesai.k6yxxb.icu,0.0,42.0,31.0,1.0,5.0,1.0,0.0,1,1,1.0
0,158,0,0,1,secureupdate.appleld.com.duilawyeryork.com,0.0,100.0,42.0,1.0,6.0,1.0,0.0,1,0,1.0
0,137,0,0,1,seasoned-chef.com,0.0,29.0,17.0,2.0,6.0,1.0,0.0,1,1,0.0
1,9,0,0,0,au-pacccy.aeeauacoaocmeoy.juvnbj.top,0.0,50.0,36.0,2.0,5.0,1.0,0.0,1,1,1.0
0,283,0,0,0,phan.thuchao.free.fr,0.0,46.0,20.0,1.0,5.0,1.0,0.0,1,1,1.0
0,79,0,0,1,severancethemovie.co.uk,0.0,35.0,23.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,babywantsbling.com,0.0,71.0,18.0,1.0,5.0,1.0,0.0,1,0,1.0
1,47,0,0,1,beatrizmoliz.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,0,1,0.0
0,9,0,0,1,eki-net.con-aesccccesaas.ywqcdn.top,0.0,46.0,35.0,1.0,5.0,1.0,1.0,1,1,1.0
0,0,0,0,1,zoomic.io,0.0,100.0,9.0,1.0,6.0,1.0,0.0,1,0,1.0
0,0,0,0,1,au-paaey.aucsaom.mwjpue.top,0.0,41.0,27.0,2.0,5.0,1.0,0.0,1,0,1.0
0,169,0,0,1,wokinghamfestival.co.uk,0.0,35.0,23.0,1.0,6.0,1.0,0.0,0,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,275,0,0,1,azreptile.com,0.0,41.0,13.0,1.0,5.0,1.0,0.0,1,1,1.0
0,158,0,0,1,secureupdate.appleld.com.duilawyeryork.com,0.0,100.0,42.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,20200724070105-dot-s2pe7ed9y.rj.r.appspot.com,0.0,83.0,45.0,1.0,6.0,1.0,1.0,1,1,1.0
0,26,0,0,1,schedulecovidtesting.com,0.0,36.0,24.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,norman-paech.de,0.0,27.0,15.0,2.0,6.0,1.0,0.0,1,0,0.0
1,159,0,0,1,mintubrar.com,0.0,30.0,13.0,1.0,5.0,1.0,0.0,1,1,1.0
0,129,0,20,1,franklinbellinghamrailtrail.org,0.0,43.0,31.0,1.0,6.0,1.0,0.0,0,1,0.0
1,23,0,0,1,itsallaboutcoventry.co.uk,0.0,37.0,25.0,1.0,6.0,1.0,0.0,0,1,0.0
0,295,0,0,1,newmaterials.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,1,0.0
1,216,0,0,1,ssarbloodhounds.org,0.0,31.0,19.0,1.0,6.0,1.0,0.0,0,1,0.0
1,110,0,0,1,1drv.ms,0.0,56.0,7.0,1.0,6.0,1.0,0.0,0,1,1.0
0,0,0,0,1,languageandthinking.bard.edu,0.0,40.0,28.0,1.0,6.0,1.0,0.0,1,0,0.0
0,44,0,0,1,umoja.blue,0.0,22.0,10.0,1.0,6.0,1.0,0.0,1,1,0.0
0,0,0,0,1,leadsrus.co,0.0,100.0,11.0,2.0,5.0,1.0,0.0,1,0,1.0
0,171,0,0,1,paypal-newaccount-paypal.getyourpiece.com,0.0,62.0,41.0,1.0,5.0,1.0,0.0,1,0,1.0
1,0,0,0,0,au-poccay.aeeauasoaocmeoy.wzyrmk.top,0.0,50.0,36.0,2.0,5.0,1.0,0.0,1,1,1.0
0,305,0,0,1,de.euro2008.uefa.com,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
0,11,0,0,1,ekl-net.conn-aocseeeeoas.vcuu.top,0.0,44.0,33.0,1.0,5.0,1.0,1.0,1,1,1.0
1,304,0,0,1,vk.com,0.0,100.0,6.0,2.0,6.0,5.0,0.0,1,1,1.0
0,1,0,0,1,movievicio.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,0,0.0
0,262,0,0,1,sakvice.cz,0.0,22.0,10.0,1.0,6.0,1.0,0.0,0,1,0.0
0,9,0,0,1,ekl-net.com-asoceesneaas.txgkcn.top,0.0,46.0,35.0,1.0,5.0,1.0,1.0,1,1,1.0
0,178,0,0,1,stolizaparketa.ru,1.0,100.0,17.0,2.0,5.0,1.0,0.0,1,1,1.0
0,9,0,0,1,vivcsiavcai.vicsvesai.4lj1od.icu,0.0,43.0,32.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,doddfrankregistration.com,0.0,37.0,25.0,1.0,6.0,1.0,0.0,1,0,0.0
0,167,0,0,1,4dcityscape.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,103,0,0,1,beta.kenaidanceta.com,0.0,50.0,21.0,1.0,5.0,1.0,0.0,1,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,177,0,0,1,tamaradull.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,0,0.0
0,250,0,0,1,conceptonevideo.com,0.0,31.0,19.0,1.0,6.0,1.0,0.0,0,1,0.0
